"ID","string","score"
"R/5482c26967f1b5f1653ac05beb7ad","Best adderall sex u ever had rn come thru!",0
"R/547f5d29ae737328cf784232bcdfc","I spent my entire class using the peek feature on yik yak to check out the yaks all over the country.",0
"R/54828b64d6f670c5cbcf9293e8200","How was everyone's day today",0
"R/548bcce70a7b936779125fdb2d631","I am retarded ",0
"R/548862d8ec34d10f00294e53d20d5","Dress well test well bitches",0
"R/5474006307688ea1de8181fe4e897","One more day until I'm home in the 914. ",0
"R/54885c139ca67e8d160d93cb201be","Dressing nicely today to convince my final to take me out to dinner before it fucks me. ",0
"R/54780ed7a302338edc02d1215b136","Townies really doing a poor job in picking up the yak-slack ever since the college kids left ",0
"R/547fc1b8ac0eda7ae3252cac7fe02","My bed is falling apart.... It's a symbol of my life.... Finals week  ",0
"R/547110912a6120fead5a561d69748","any hot stong manly bdsm guys here? 👅💦🔥",0
"R/547f6df4e2075e33a3243dea11910","Anyone wanna come thru for a dump on their chest?? Kik below for more",0
"R/5482a2c50355e069bc5940860d9ec","No tindr I will not allow down",0
"R/54869cf24f5ee3bd26863af77eb1f","Yo cute single guys? Kik please.",0
"R/5473f419dad484df187359501f7f6","Does anyone want tickets back and forth to Long Island on Wednesday?",0
"R/547bbc38d13e028868d899c359d74","90% sure my shitty suitemates took my room key and hid it on me just to spite me.",0
"R/5483ecd8324b33b1d3df241d36da4","I fuck my hookers like I play my poker hands aggressively.",0
"R/548bef74d35b347b70e0ad13943f3","You and your boyfriend should txt and fuck me tonight ",0
"R/54855fe949b81ceafeed0c02d1f03","I don't know whether to try and catch my second wind now and keep doing work or jerk off real quick and try to get some zzz's before tomorrow's class.",0
"R/54887bbd4f8ab6ded80514bdf1a1e","I used to have a yak score higher than my birth year but then I dropped it in a toilet ",0
"R/547a837e75ad8958288bf73f0d8ee","Geneseo Yaks are weak sauce my friends ",0
"R/54807e032322b3dd95272b91e6138","The greatest trick the devil ever played was convincing people that gpa mattered",0
"R/54854eae5fdcee9248f3c7a0421fb","Fuck her right in the pussy",0
"R/5485dc5566380d36c06812d3efc37","Got a chocolate crescent chocolate milk and have been eating a bag of Reese's all morning. Am I on my period? Nope just finals week. ",0
"R/547b151366a5c27f70407c8654284","I hate when I can't bring myself to do an important assignment just because of how excruciatingly easy it's going to be.",0
"R/5481e1b9b89e53dd7ccfb2fc6005a","Haven't been outside in a few hours and am just wondering where this protest is occurring..",0
"R/547cfdaa47510df974872417cbf48","So I saw this girl i always see around and think is really cute at Starbucks. Purposely waited around to hear the barista call her name cause I never knew what it was. Where to go from here",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/547e8a8bae85ec1a7114e5d9562f6","SOS my lava lamp isn't working ",0
"R/5476b759d8839ea3c539eb7b2ee8b","Has anyone ever successfully met up with someone from a yak?",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/54852303c643602e57550a829b747","Free ball so hard motha fuckas wanna fine me",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/54816aa7ddb05c8b261bddab6f4b0","alternate between wanting to see everyone and wanting my bed.",0
"R/54828b64d6f670c5cbcf9293e8200","How was everyone's day today",0
"R/5482b9e13539b85a53427278b5f31","Anyone on third floor of niagara still up? ",0
"R/5482a166c1860358ed5cdb3f0d651","Onion breath",0
"R/548b7550a92b5d14281775396ae6f","I just want to feel normal",0
"R/5477543764d21348f5bce42eabb7a","whos going black friday shopping?!?",0
"R/54874f360bb01422d74f139630595","I don't understand why women want to be equal when they could be better.   That shows a lack of ambition.   Which is why men are better",0
"R/548c5ea7152ce775c37cad1397b3e","Finals make me feel like slit my neck",0
"R/5485d58cd15507cb52d088f3ab5e5","What do you get when you put a baby in a blender? An erection ",0
"R/54812a4fceadf1eb5ca688b81a243","I just want to make out right now. ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/547fa5682ca7c1f4faca8d5fb3ff4","I'm sorry you didn't do anything all semester and barely went to class and now you're getting fucked.. Wait no no I'm not. You deserve it. ",0
"R/547f41e5ab45c63e7141e63193339","I couldn't do it. I was sitting right there on the ISC top floor and I couldn't jump. I wanted to but I couldn't. Now I'm sitting here and I can't even cut myself. I'm afraid of pain",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/54893d5f9253c786836cbb8e3f821","Can't wait until Friday night🙌🙏",0
"R/547eb3e0eb2d20b474f09063708f6","Of course the week after I decide we should stop seeing each other I like and want you more than I ever did when I could have you",0
"R/548c6bc4db991d4e54b9269506b29","Third floor girls in Livingston going out last night",0
"R/547574da3ecfba2ad79b6c1bc1eec","Will bank street café be open tomorrow?",0
"R/5482b9382b4979a0546e727b639ab","An alternative to the IB for overs #backshots",0
"R/548cab85c9ef44a29d8c4415da1c3","So my roomate is literally nocturnal",0
"R/54747b9b4c27cc666b377bd7b8911","Why has racism against white people become so acceptable? ",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/5480a44d710648777e14be0742b19","Curious as to who posts some things and if they're someone I'm friends with if I up vote them or down vote them.. ",0
"R/547e677c0fdf5c689a79687a06abe","If I was made God I would totally not give people free will instead I would make friends who go with me to eat wherever I want and a girlfriend who has sex wherever I want thank you very much",0
"R/547fbab7a89e6a1b85c34ffb20e8d","Does anyone know when the next physics 1 padalino quiz/test is?",0
"R/5482a932b186ccb4b5cedfa4ce84d","when your fwb isn't dtf... isn't that your role?",0
"R/548164135ee7b0a22761262378401","I don't think professors think students have lives other than their classes. #gimmeabreakgeneseo",0
"R/547b151366a5c27f70407c8654284","I hate when I can't bring myself to do an important assignment just because of how excruciatingly easy it's going to be.",0
"R/547c7818aac4091cc0238e6742b06","90% of the things I learn in class will ever be applicable in the real world",0
"R/548191749f772d87dfab57e6862b6","What time does southside open?",0
"R/548939b65252377618b9542171dc1","Finals whoremones at an all time high",0
"R/547fe429d1af3fc62f91773297dda","Anyone writing Deutsch's paper right now?",0
"R/548496c631bd3137974e0e0914b35","Anyone in the lib wanna fuck as badly as I do rn? ",0
"R/547e2bdece2a7a6de8d358c8578e5","Thank god Geneseo yik yak is so good otherwise I might actually have to do my work ",0
"R/547f41e5ab45c63e7141e63193339","I couldn't do it. I was sitting right there on the ISC top floor and I couldn't jump. I wanted to but I couldn't. Now I'm sitting here and I can't even cut myself. I'm afraid of pain",0
"R/54886cf8936f75e39280327e54fc8","Fuck this anthro test at 12",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5480e02228c4b1d97623f2e9f7383","Sometimes I throw up",0
"R/547fcd4a8162310371dbae728aecd","Seeking death how we doing ",0
"R/54712eecaede22e4ba41604a38470","Date party just isn't worth it",0
"R/547581b95dfcb158743ab10937000","Townies are hilarious ",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/54837f2dde698a3a767979ff99423","Anyone know where towsleys calc 2 final is?",0
"R/547f7fe03f94740b34062f2f6d973","Happy hump day🐪",0
"R/54741add26bf211954421a302c776","Zimmerman is traveling to Ferguson right now. Careful rioters you can't flim-flam the Zim-Zam",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/5471828fd306d5f504a5447a63a9e","When your friends cock block to the fullest. ..",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/548a23a0a6aa1c4e810a761783df1","You all are ruthless fucks. ",0
"R/5487dd0f3ed4dd257f679ba851bf0","Am I the only one who doesn't have the finals loading thing on yikyak? Just a regular yak",0
"R/54712d021237666cd656e56f2ea43","Is uncle Vito's open? ",0
"R/5471876ed485a624877624435ee9a","Beyoncé is the greatest living entertainer. ",0
"R/548c9627765a998b99615e39b464c","He's 7 years older than me and I really think we would work well together but most people would judge me if I'm okay with it it's none of your business",0
"R/547bf8a0457dd987ae48b9699a04f","O L",0
"R/547fc3e5cdf69a51593716ec8a00f","ELF YOU!",0
"R/54828e212e67a9fe28eff207369b6","Is there anything interesting to watch on Netflix",0
"R/547f5983c72664a2e49368a353f37","I'm that dumb ass that feels bad for dumping you because you were unfaithful",0
"R/547c0745ef36facd3f9068f616760","She's single again... Gonna give it a week tops and swooce in for the rebound. ",0
"R/5472bc35c07f4324e3230ab6b5269","I am in a constant state of either extreme hate of nothing particular  or super depression over one girl... hmm",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/547f6ec55a1d25bead428a0d1f311","After season one of Gilmore girls the show should've been re-titled two girls try to ignore their privilege and desperately avoid a relationship with the people that constantly try to help them ",0
"R/5480991d6883be2b2801281e2ec68","Coffee is the best meal of the day ! ☕️💗😊",0
"R/5474e0d3b024ad6ce357db8c2e84a","Is the states open tn?",0
"R/54748e691b17bfc4d4e31ae9b3d62","To go to class or to snuggle with my booty call.. Hmm. ",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/54839a05a9b6836629d5270293220","Any girls in daga looking for cock?",0
"R/54796ea30b456e975c068083b55da","I'd do anything to fuck you",0
"R/54796ea30b456e975c068083b55da","I'd do anything to fuck you",0
"R/54739eb669f16e12eb88a7ba16fb3","Live each day like it was your last! ",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/54891b5107445322765e3d3cac3c2","How do you repost yaks and live with yourself?",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/5476a33f80c005cdf804e2078c670","#whitelivesmatter ",0
"R/548ac7ff87b23c169827cf80e46f6","Chugged coffee around like 11/12 to get my paper done. Paper is now done and I don't think I'll be able to fall asleep.",0
"R/5481f00979b1621ce0d7fb7a34688","Protestination.. protesting as a form of procrastination. It's almost finals week don't you guys have something useful to do??",0
"R/547c0745ef36facd3f9068f616760","She's single again... Gonna give it a week tops and swooce in for the rebound. ",0
"R/547a474c3434cdef837c7959e709a","uhots isn't delivering until tomorrow....I want to cry.",0
"R/547b947782fc9c5a1a59bad6ef367","Anybody want to help me with this rstudio module? ",0
"R/5484056a3bb3c5f3e2bd0a4544cba","Honestly Just do it ",0
"R/548c5ea7152ce775c37cad1397b3e","Finals make me feel like slit my neck",0
"R/547a474c3434cdef837c7959e709a","uhots isn't delivering until tomorrow....I want to cry.",0
"R/5485875e11723c13c3805a1eeeb2e","What time does kuhl gym open? ",0
"R/54750feed2de1e2e42bf204097857","Lets get cocked!",0
"R/548273611b78619c2169dc69f825d","How do you get rid of a headache?",0
"R/5484166e93d4c50b94656c0029b39","Best looking frat?",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5482b60786ecec40a99824af63ca6","Willing to eat a girl out",0
"R/547bd6a09b5c3da3cf3ced15aa526","It's been such a dry semester. At this point I'll pretty much fuck anything with a pussy and a pulse",0
"R/548693e1f3081e6ac56c3a147df1b","How do you want to die? I want death to take less than a minute from onset but have may a minute or two warning beforehand.",0
"R/5475a779051f0ae5a99e5a1507ebe","Is anyone else taking the rochester bus this morning? ",0
"R/54828b13e939ca15fe0e3d4933ed8","I need some real honest unbiased advice right now ",0
"R/54847837b6437dfa971c81427d2ef","Still don't understand how people make friends with benefits. Is it with long time friends or people you just met? Either way seems risky",0
"R/548358df3e70599b0ebce59e03b7f","My pee smells like apple cider thanks Obama ",0
"R/548692b3c84123c040ec67c9b4488","I love the people at this school to pieces i care about yall so much",0
"R/547fd497ac6764aacf7b67ed41ea5","This MAC exam tmrw got me like 😭😭😭😭",0
"R/548a394e46ca6306a1d36796bd194","I wish I majored in math so my finals would be easier than having to write essays and do projects and actually be creative ",0
"R/548740cac656a259aa996ff8d3b14","Does positively (or negatively) filling out a SOFI really impact your grade from the professor. ",0
"R/54780ed7a302338edc02d1215b136","Townies really doing a poor job in picking up the yak-slack ever since the college kids left ",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/548b750aec27b79705017d0637945","When I was in the banking business.....",0
"R/548c43b9320fc9b007f1c38553ff8","Partied all night but alas it is time to go to bed. See you later Netflix i enjoyed the night! ",0
"R/5477e50320fdebe9b288c9ab833f1","Wish I didn't lose all my contacts now I can't text my fuck buddy",0
"R/548942514378d537a6832785f6044","Has anyone here ever gotten academic probation?",0
"R/5473ca27795e0c0aecbf133673f14","Anyone gonna go to Bouchers class tomorrow?",0
"R/548618532f74309d8f40fb452f5dc","About to take my second nap today so you can say my studying is going pretty well. ",0
"R/54874bba6696e0e23f4be612d41f4","Do we need to know periods eons and eras????",0
"R/547eab5eea4fc266e26cd09385d34","I just want to destroy myself all the time and now I remember why",0
"R/5474eb68e507c9b0b4ca32f8576fb","Anyone wanna trade a 6:00 westbury bus ticket for a 6:00 huntington bus ticket??",0
"R/547c889199fc833e29f5fb007c728","And so it begins......",0
"R/54780ed7a302338edc02d1215b136","Townies really doing a poor job in picking up the yak-slack ever since the college kids left ",0
"R/548bebede16620d6c6d51b222f567","Fuck you",0
"R/5474a13c41c8a169ce7d4abebc4cb","I really want to go to an AOD advocate and tell them I'm abusing jenkem",0
"R/547419b88b056684667ae0fd3404a","Why are you so mysterious? One day I think you like me and the next day it feels like you hate me to death. ",0
"R/547a3f5438b4b23774d65281a1379","So much football 😍",0
"R/5483d7d825db1bea396ed973060c4","Why the fuck is letch closed? ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/548bece0e71f79ea22db192eb3c48","Ugh sex",0
"R/548674fbd88e81b5eedcb1ff4eb0b","If you're racist I will attack you with the North",0
"R/5474aa2c45c7c9b0d8bf527e4ab29","Fuck sig tau ",0
"R/5471828fd306d5f504a5447a63a9e","When your friends cock block to the fullest. ..",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/547398309323a0b358426c36bb5d6","I'm a very hygienic person but I keep getting scabs on my scalp. What is this???",0
"R/548932a97498743e550a11dec4bbb","I think I might miss you but maybe that's the sleep deprivation and homesickness getting to me ",0
"R/5481f85ef390222738dceaacd0e84","#controversialyak",0
"R/54816d263d6848f80dae37181a5f8","I like to masturbate but as of late just kind of lost sensation. Been with a few ok looking girls never really got into it. Anyone else think they might be asexual?",0
"R/5486ac1873ebd0f552d9b682904d5","Who wants to cuddle?",0
"R/54780ed7a302338edc02d1215b136","Townies really doing a poor job in picking up the yak-slack ever since the college kids left ",0
"R/5485c2e4274fbdb5bbfec2a11a221","Didn't finish that paper. Fuck it. Not going to class. ",0
"R/54816c93dbf46470c714142d49fc8","The MAC president is the cutest thing ever",0
"R/5477cb0845d2e9e02fcf972f4b556","Raise your hand if you're all alone in the meadows 🙋",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5470f9645f421cd7596d76a22efdc"," I'm not even Jewish and it pisses me off that I can't find a menorah or Hanukkah decorations anywhere in Geneseo",0
"R/54740e5fe52c1308c113c039de9c7","Lets start a riot",0
"R/5489f3b206ab7a484b1eb490b96d4","I have one exam left and I'm breaking down!!!",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/54814bc28fd48f7e092ea1830f579","Who's down to trade a smoke up for some brews?",0
"R/54890bc353d3ce86585b9629d930b","I wonder if chicks have to check all 3 stalls in milne to take a shit",0
"R/54773b1ee002f797218669af5522f","Aw the yak has a pilgram's hat :)",0
"R/547e58cd150f6dcbee43ecda61bf2","When I'm going to hell and I'm getting ready to leave ima put air in a bag and charge people to breathe ",0
"R/547603b89f1d1b0bd9cacab8728f5","Who's at the Union?",0
"R/547e07b6a0fd0b3b9015bfc56c19d","McKnight's class makes me want the curl up in a ball then set myself on fire",0
"R/547b151366a5c27f70407c8654284","I hate when I can't bring myself to do an important assignment just because of how excruciatingly easy it's going to be.",0
"R/5486af0a3b6be58f8bab87c1fe941","What if Dk post negative things about themselves just for attention? Like the kid that gets in trouble on purpose. ",0
"R/547f3b76ef0a4973ff420d96bb87d","I have to poop but the bathroom cleaners here should I just poop around her?",0
"R/548796598ac51cde2b2e12396be80","When I saw the headlines saying the CEO of Abercrombie was out I thought they meant sexually hahaha he's still on your team straight people! ",0
"R/54843fab15842b018fe5aaa6928a7","Let's fuck rn!!! Love the thought of hooking up w a stranger!",0
"R/54801620860fcb14ff42dbb480647","When ppl hold the door from 500000 miles @8am and u gotta sprint those 500000 miles @8am <<<<<<<<<<<<",0
"R/5486afa877ae4e544c26e46469497","Hockey player get beat up press charges against a DK then yak about it hahahahaha",0
"R/547f51562b50f1a8c39c62fd4cf1e","Where are my fellow Twonk team members?????",0
"R/5481e073237668cad8c62e3d5e37b","Lol please tell me there's a ferguson protest on campus right now ",0
"R/547a0d3807d6b9bbabca92932a10f","Can't wait to be back at school...the yaks are way better there!",0
"R/548a5f98e7a2ebd4ac9de2651fbf2","New frat: Iota Sigma Iota Sigma",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5476b759d8839ea3c539eb7b2ee8b","Has anyone ever successfully met up with someone from a yak?",0
"R/548c06257882ef3ec696e4f4dd779","Can't sleep and I can't stop thinking about you",0
"R/547fd187105b5d74c24b959dac7c2","I want to marry the entire Geneseo Dance Ensemble",0
"R/54865067d5aa58e76a1b5242deffc","Psych majors: what is dissociation and how do I know if it's happening to me?",0
"R/5478dd61bc366d8d9defdaeb3b0b7","Ima guy and gay and getting bored. headed to Walmart. Yik yak here is boring✌",0
"R/547c93e1ed681f07deba83fc90662","My secret motivation for applying to emory for my masters is that it's never this fucking cold down there. ",0
"R/547a3f5438b4b23774d65281a1379","So much football 😍",0
"R/547fa57775842a12a26d25e45edba","Watching porn while taking a shit",0
"R/5476b759d8839ea3c539eb7b2ee8b","Has anyone ever successfully met up with someone from a yak?",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/547ea234265d90811e7cb19c0177b","Wildest place you've had sex or fooled around ",0
"R/5486ecae63f35081a60d0ba90e719","Fuck ago ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/5473e7bbe6863f21c1d7ccd9d08b4","That poor girl on crutches today",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/5486aefdca461ac7586a2bc4b148b","It's funny how everyone attacks the hockey players ",0
"R/548a1eb9d6aba2a9ccbb889479a8b","Hey do you guys like sales cause pants are 100% off in my room ;)",0
"R/547a0d3807d6b9bbabca92932a10f","Can't wait to be back at school...the yaks are way better there!",0
"R/548bdd096d97e9b33346089b14fae","I just want a boyfriend or just a hook up buddy. Is that too much to ask for?",0
"R/5488a1e2e245f602bf83796092cbe","HELP! Where's polisci 110 with kang's final? Help a lost freshman soul",0
"R/5477cb0845d2e9e02fcf972f4b556","Raise your hand if you're all alone in the meadows 🙋",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/5481dad2056580588509e820d0580","That girl in the front of Kot's music class sends off some weird vibes ",0
"R/5483bbb1d27bf84aa399b7af4714b","I forgot the library closes at nine now I will owe sixty five fucking dollars in late fees because the late fee is five dollars an hour for the book I took",0
"R/547195d55332b88cb9003ba95dda9","When the guys condom goes so far in that you forget about it until 3 hours later ",0
"R/547e022c798e4ee385448c8ffbf66","Life is like a box of chocolates no one likes the dark ones.",0
"R/5481b4c90f480b6115cfce19eabef","Protest today against police brutality come show your support",0
"R/5486c3f104c46bd7853817a83a827","GIVE PEACE A CHANCE",0
"R/547fff7e4e582f87544f0da8bfaa0","Need a friend? Kik me nocarenowear  ",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/5473c0851c12b8cc32648aad43b9c","I will always remember you. Thanks the laughter ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/5474164c18a3cdf2e111729c335cb","They're hating on America but tomorrow they'll be right back in line to pick up their welfare checks",0
"R/547cfd33e312ba5c10f95b4f70dbb","Fuck. Fuck. Fuck. Fuck. Fuck. Fuck. Fuck. Fuccccccckkkkkkkk.",0
"R/547a9c0a2f16d52c27575d8b8544d","Sparkling Grape Juice- they take 2 cups of juice add air then charge $6 for it",0
"R/548153dd7aa3a61be7efe260cd304","This protest is the dumbest thing ever. ",0
"R/54739eb669f16e12eb88a7ba16fb3","Live each day like it was your last! ",0
"R/54892f7980920c123bc39066f7352","I wish things could go back to the way they were. ",0
"R/548a6a7f95be04d416ef7a2962dce","If you feel like your organization is useless at least be grateful you're not a part of AKPsi. ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/547ec7d25adb9d7a2a24f611f3622","People who are complaining about finals and papers just be happy that is the only thing you have to worry about",0
"R/548bea3373db22e822dbed1ec8493","I can't fucking sleep ",0
"R/547cf30b3324d7909d388de47cb2c","Sugar on the asphalt",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/54875f5c5d85ea2d963b5a4aebe24","My brain during finals*  Well looks like it's time for me to be hitting the old dusty trail",0
"R/5474eef9a6edfa1b0245260725316","Is anyone trying to get mangled tonight? ",0
"R/547206ae0ab0177c207216e9450bb","Y'all are damn sexy",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/547a3f5438b4b23774d65281a1379","So much football 😍",0
"R/5481f33a181939283ee57f97e7bed","Would you eat a quarter sized piece of poo for $10000?",0
"R/54837f2dde698a3a767979ff99423","Anyone know where towsleys calc 2 final is?",0
"R/547ce844def52ad4d211b0baf267b","After seeing my doctor over break all I can think about is my upcoming surgery. As if concentrating on finals wasn't going to be hard enough.",0
"R/5488cc5d668113634e0228b2d43c6","I may seem cold and uninterested but it's not because I'm not into you",0
"R/5485975ce20b492e29807b17caec4"," hallelujah it's my last day of 8 am classes.... Now I just have 8 am tests.... Idk which is worse",0
"R/54849247429a93201d69b736ae774","Walmart makes good salsa ",0
"R/5477cb0845d2e9e02fcf972f4b556","Raise your hand if you're all alone in the meadows 🙋",0
"R/5474eb68e507c9b0b4ca32f8576fb","Anyone wanna trade a 6:00 westbury bus ticket for a 6:00 huntington bus ticket??",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/5486614675cc9fc729d9272acd397","Christmas music in the air🎄🎅🎶",0
"R/547e91f11ffb241a9ebf570bce1d4","Happy chrimbus",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/547588ca85d9ef42908d10c5e216e","Who's got weed in this bitch???  ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/54712d021237666cd656e56f2ea43","Is uncle Vito's open? ",0
"R/5472bc35c07f4324e3230ab6b5269","I am in a constant state of either extreme hate of nothing particular  or super depression over one girl... hmm",0
"R/54712ca8e3e124cfb4d234fd2e8a8","About to punch anybody who wrongs me in the throat. #OnEdge",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/548278c843cf4ec8bfeb0bb842890","Over the past few weeks my one eye has shrunk in size and my eyebrow has shifted down slightly. Why?",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/5482abaf84d1332be9fc96d1d1507","Can we get an after party going somewhere??",0
"R/547bcb75c4a816434cd677c167530","I HAVE OVER $800 ON MY MEAL PLAN. I AM WILLING TO SHARE. ",0
"R/5489ad74837e30b4b1404895161d6","How do i call out from an office phone here?!",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/547e5d40e7161bad7de5f8c5ad03c","after I finish all this work (by tomorrow morning) some nice SOMF action would be ideal. ",0
"R/547a018bea7530c4e1aaf6fd63f8e","Pooping with the door open. Walking around naked. Doin what I want cause I'm bored as shittt",0
"R/547483d115f52f13e2a2374e4bfd6","There's no way I'm going to film today. Okada will not keep me here till 5:30.   Sincerely Um Count Kid. ",0
"R/547203eb9ab59c91abebe9ba6c011","you ought to know...",0
"R/547732dd114c4c1430c89d30944f3","Nothing like shitting in your own home. ",0
"R/54800f4a274e136390bc71e6a9705","If CAS came up the idea it probably sucks! ",0
"R/5486964512ab2aca80c735a13a8bf","when people blast music passed 1am during finals week <<<",0
"R/5489e83a39af98703c7d76f33b555","Call me an herb but I actually like writing thoughtful papers because it gives me a chance to get my thoughts out ",0
"R/54887d56d1b6bab2732011b7094d5","The only thing getting me through is the thought of sleeping in my own bed.",0
"R/547c050787ee17af4a01af6066e3b","Girls: does it feel any different without a condom? I'm terrified of pregnancy so we've only used condoms. I know it's different for guys but idk about girls ",0
"R/547e3f9341623e6ed5fd6d82e3049","Anyone in computer programming want to help a kid out? Please",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/548c9ed0b643955d26801b390d071","So this guy just gave me his number and said anytime I need alcohol to text him. We talk casually and infrequently mostly about school work. If he was interested he woulda made a move by now right? ",0
"R/54894ff89a5f0793b021d9e5523ef","1⃣0⃣0⃣                 🏃",0
"R/547d51e50eeeab70b328ced786e3a","She loves me yet here I am chasing tail and I just can't stop.",0
"R/54854f68488ecdbddd3fef46e043f","Wutttt free coffee",0
"R/547d32facf77ae2e051117d3de61b","You ever get a whiff of like Bologna at times where you shouldn't smell Bologna?",0
"R/548378e59c76bc900177859b10278","Books n bytes is closed? I guess I'll just eat this cigarette. ",0
"R/547eaa603d2b92444ce45ec3026be","She was too tight and I just ended up goin soft ",0
"R/547e9eee817e68c651a1aa52e4e2d","How come calling marriage a different thing isn't ok because then it doesn't make it equal but saying feminism is for equality instead of using egalitarianism  is ok",0
"R/5479121dcc757743e346a97d85d35","One of the like two people left in this town come make me food pretty plz.",0
"R/54827771510a7276bddd5a7beb613","How long does it take for Vito's to deliver?",0
"R/5486aeb38dc8eb1cbe2f4663c4b94","Geneseo Hockey plays D3 hockey and still got fucked up by 4 dudes. You know where DK lives if you have something to say come say whatsup",0
"R/547433889faa14ba1b61f2bd13311","Real notes I just wrote down: Dam on the Nile fucks with crops and stuff. Should have written this paper before 8 hours before it's due #ragretz",0
"R/548693e1f3081e6ac56c3a147df1b","How do you want to die? I want death to take less than a minute from onset but have may a minute or two warning beforehand.",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/54857982ce1ff55a18177a5f2c074","Holy shit how did it get to be 5am already?",0
"R/547f125060c76b219d7714f79a4d4","I fell asleep at 6pm last night. Sorry for all you all-nighter people. ",0
"R/5489966ca6aa6eebe51376cf436d0","did breas final start yet",0
"R/547142e4bc19112137ef1195d8bf0","Im horny af. Any guy that wants to get laid text me (607)(205)(5255). All guys welcome.",0
